TF_name*	Peak_start	Peak_end	Target gene*	tf_gene	tf_bnumber	operon
H-NS	1598969	1598976	lsrK	hns	b1237	
H-NS	1600332	1600355	lsrR	hns	b1237	lsrRK
H-NS	3747330	3747357	lyxK	hns	b1237	
H-NS	3748038	3748069	lyxK	hns	b1237	
H-NS	3748502	3748530	lyxK	hns	b1237	
H-NS	3748509	3748518	lyxK	hns	b1237	
H-NS	480039	480070	maa	hns	b1237	maa
H-NS	2577687	2577717	maeB	hns	b1237	maeB
H-NS	4245744	4245751	malE	hns	b1237	malEFG
H-NS	4245978	4246009	malE	hns	b1237	malEFG
H-NS	4244073	4244082	malF	hns	b1237	
H-NS	4246608	4246638	malK	hns	b1237	malK-lamB-malM
H-NS	4247100	4247130	malK	hns	b1237	malK-lamB-malM
H-NS	3550694	3550722	malP	hns	b1237	malPQ
H-NS	3552217	3552247	malP	hns	b1237	malPQ
H-NS	3552596	3552608	malP	hns	b1237	malPQ
H-NS	3552633	3552661	malP	hns	b1237	malPQ
H-NS	3737330	3737355	malS	hns	b1237	malS
H-NS	3739144	3739173	malS	hns	b1237	malS
H-NS	3739378	3739408	malS	hns	b1237	malS
H-NS	1689126	1689154	manA	hns	b1237	manA
H-NS	1903024	1903031	manY	hns	b1237	
H-NS	1903657	1903686	manY	hns	b1237	
H-NS	1903894	1903918	manZ	hns	b1237	
H-NS	189117	189139	map	hns	b1237	map-glnD-dapD
H-NS	189226	189255	map	hns	b1237	map-glnD-dapD
H-NS	1620192	1620199	marB	hns	b1237	
H-NS	1018480	1018500	matP	hns	b1237	matP
H-NS	2909982	2910004	mazG	hns	b1237	
H-NS	2910372	2910403	mazG	hns	b1237	
H-NS	1210621	1210660	mcrA	hns	b1237	mcrA
H-NS	1210690	1210722	mcrA	hns	b1237	mcrA
H-NS	1210785	1210821	mcrA	hns	b1237	mcrA
H-NS	1210862	1210902	mcrA	hns	b1237	mcrA
H-NS	1210964	1210994	mcrA	hns	b1237	mcrA
H-NS	1211000	1211024	mcrA	hns	b1237	mcrA
H-NS	4578169	4578199	mcrB	hns	b1237	mcrBC
H-NS	4577166	4577189	mcrC	hns	b1237	
H-NS	4577491	4577522	mcrC	hns	b1237	
H-NS	4577557	4577583	mcrC	hns	b1237	
H-NS	884448	884478	mdfA	hns	b1237	mdfA
H-NS	3384273	3384296	mdh	hns	b1237	mdh
H-NS	468998	469021	mdlA	hns	b1237	mdlAB
H-NS	2156328	2156360	mdtB	hns	b1237	
H-NS	2156511	2156541	mdtB	hns	b1237	
H-NS	2160120	2160140	mdtC	hns	b1237	
H-NS	3659219	3659228	mdtE	hns	b1237	
H-NS	3660981	3661008	mdtF	hns	b1237	
H-NS	3661131	3661162	mdtF	hns	b1237	
H-NS	3661153	3661181	mdtF	hns	b1237	
H-NS	3661582	3661609	mdtF	hns	b1237	
H-NS	1115222	1115254	mdtG	hns	b1237	mdtG
H-NS	3892294	3892323	mdtL	hns	b1237	mdtL
H-NS	3892501	3892521	mdtL	hns	b1237	mdtL
H-NS	4567514	4567521	mdtM	hns	b1237	mdtM-yjiN
H-NS	4568458	4568478	mdtM	hns	b1237	mdtM-yjiN
H-NS	4569990	4569997	mdtM	hns	b1237	mdtM-yjiN
H-NS	4302230	4302239	mdtO	hns	b1237	
H-NS	4302337	4302365	mdtO	hns	b1237	
H-NS	4302505	4302532	mdtO	hns	b1237	
H-NS	4300023	4300038	mdtP	hns	b1237	
H-NS	4343777	4343802	melB	hns	b1237	
H-NS	4344414	4344443	melB	hns	b1237	
H-NS	4344702	4344729	melB	hns	b1237	
H-NS	4341234	4341263	melR	hns	b1237	melR
H-NS	4341407	4341423	melR	hns	b1237	melR
H-NS	4119461	4119468	menA	hns	b1237	menA-rraA
H-NS	2445814	2445835	mepA	hns	b1237	
H-NS	2445822	2445850	mepA	hns	b1237	
H-NS	2445959	2445987	mepA	hns	b1237	
H-NS	1735148	1735174	mepH	hns	b1237	mepH
H-NS	4214401	4214408	metA	hns	b1237	metA
H-NS	2194630	2194659	metG	hns	b1237	metG
H-NS	4227068	4227097	metH	hns	b1237	metH
H-NS	221310	221333	metI	hns	b1237	
H-NS	4128278	4128300	metJ	hns	b1237	metJ
H-NS	4129847	4129882	metL	hns	b1237	
H-NS	4129991	4130021	metL	hns	b1237	
H-NS	221674	221703	metN	hns	b1237	metNIQ
H-NS	225377	225406	metN	hns	b1237	metNIQ
H-NS	225715	225727	metN	hns	b1237	metNIQ
H-NS	220570	220578	metQ	hns	b1237	
H-NS	1173402	1173431	mfd	hns	b1237	mfd
H-NS	2239756	2239763	mglB	hns	b1237	mglBAC
H-NS	2240326	2240355	mglB	hns	b1237	mglBAC
H-NS	4468773	4468781	mgtA	hns	b1237	
H-NS	4469571	4469601	mgtA	hns	b1237	
H-NS	4469699	4469730	mgtA	hns	b1237	
H-NS	368546	368574	mhpA	hns	b1237	mhpABCDFE
H-NS	371403	371436	mhpC	hns	b1237	
H-NS	371523	371548	mhpC	hns	b1237	
H-NS	368274	368308	mhpR	hns	b1237	mhpR-lacI
H-NS	368439	368454	mhpR	hns	b1237	mhpR-lacI
H-NS	375598	375628	mhpT	hns	b1237	mhpT
H-NS	375605	375622	mhpT	hns	b1237	mhpT
H-NS	4399368	4399399	miaA	hns	b1237	
H-NS	4399568	4399598	miaA	hns	b1237	
H-NS	1226118	1226138	minC	hns	b1237	minCDE
H-NS	1226240	1226271	minC	hns	b1237	minCDE
H-NS	3336934	3336964	mlaB	hns	b1237	
H-NS	1667975	1668006	mlc	hns	b1237	mlc-ynfK
H-NS	1718372	1718381	mliC	hns	b1237	mliC
H-NS	2946644	2946673	mltA	hns	b1237	mltA
H-NS	2946763	2946796	mltA	hns	b1237	mltA
H-NS	2946977	2947006	mltA	hns	b1237	mltA
H-NS	2947296	2947325	mltA	hns	b1237	mltA
H-NS	2947303	2947311	mltA	hns	b1237	mltA
H-NS	2695950	2695983	mltF	hns	b1237	mltF
H-NS	2696175	2696197	mltF	hns	b1237	mltF
H-NS	766324	766354	mngA	hns	b1237	mngAB
H-NS	766630	766660	mngA	hns	b1237	mngAB
H-NS	766816	766852	mngA	hns	b1237	mngAB
H-NS	767247	767261	mngA	hns	b1237	mngAB
H-NS	767252	767282	mngA	hns	b1237	mngAB
H-NS	770435	770464	mngB	hns	b1237	
H-NS	3925816	3925839	mnmG	hns	b1237	
H-NS	530184	530215	mnmH	hns	b1237	
H-NS	815637	815645	moaA	hns	b1237	moaABCDE
H-NS	816844	816873	moaA	hns	b1237	moaABCDE
H-NS	3015497	3015509	mocA	hns	b1237	mocA
H-NS	794959	794988	modA	hns	b1237	modABC
H-NS	795101	795120	modA	hns	b1237	modABC
H-NS	795354	795377	modA	hns	b1237	modABC
H-NS	796205	796232	modB	hns	b1237	
H-NS	1390301	1390309	mpaA	hns	b1237	
H-NS	2810939	2810970	mprA	hns	b1237	mprA-emrAB
H-NS	2305336	2305367	mqo	hns	b1237	mqo
H-NS	166268	166274	mrcB	hns	b1237	mrcB
H-NS	667098	667130	mrdA	hns	b1237	
H-NS	667658	667688	mrdA	hns	b1237	
H-NS	666230	666260	mrdB	hns	b1237	
H-NS	3400538	3400566	mreB	hns	b1237	mreBCD
H-NS	3399572	3399579	mreC	hns	b1237	
H-NS	4586877	4586884	mrr	hns	b1237	mrr
H-NS	487313	487340	mscK	hns	b1237	mscK
H-NS	487443	487468	mscK	hns	b1237	mscK
H-NS	487770	487799	mscK	hns	b1237	mscK
H-NS	487992	488021	mscK	hns	b1237	mscK
H-NS	487998	488005	mscK	hns	b1237	mscK
H-NS	3437937	3437945	mscL	hns	b1237	mscL
H-NS	4389156	4389162	mscM	hns	b1237	
H-NS	3070040	3070047	mscS	hns	b1237	mscS
H-NS	1915616	1915645	msrC	hns	b1237	msrC
H-NS	2043109	2043124	mtfA	hns	b1237	mtfA
H-NS	2043299	2043306	mtfA	hns	b1237	mtfA
H-NS	2043468	2043477	mtfA	hns	b1237	mtfA
H-NS	2044364	2044389	mtfA	hns	b1237	mtfA
H-NS	3773516	3773543	mtlA	hns	b1237	mtlADR
H-NS	3774152	3774185	mtlA	hns	b1237	mtlADR
H-NS	3774275	3774300	mtlD	hns	b1237	
H-NS	3774462	3774492	mtlD	hns	b1237	
H-NS	3776059	3776089	mtlR	hns	b1237	
H-NS	179137	179145	mtn	hns	b1237	mtn-btuF-yadS
H-NS	3215181	3215188	mug	hns	b1237	mug
H-NS	980727	980758	mukB	hns	b1237	
H-NS	976155	976186	mukE	hns	b1237	
H-NS	976283	976312	mukE	hns	b1237	
H-NS	4168602	4168609	murB	hns	b1237	murB-birA
H-NS	4170019	4170049	murB	hns	b1237	murB-birA
H-NS	4172700	4172732	murB	hns	b1237	murB-birA
H-NS	93789	93819	murE	hns	b1237	
H-NS	1128566	1128597	murJ	hns	b1237	murJ
H-NS	2545843	2545874	murQ	hns	b1237	murQP-yfeW
H-NS	2969476	2969506	mutH	hns	b1237	mutH
H-NS	4399207	4399237	mutL	hns	b1237	
H-NS	2857088	2857101	mutS	hns	b1237	mutS
H-NS	2857240	2857267	mutS	hns	b1237	mutS
H-NS	111050	111064	mutT	hns	b1237	
H-NS	3103151	3103175	mutY	hns	b1237	mutY-yggX-mltC-nupG
H-NS	2061378	2061405	nac	hns	b1237	nac
H-NS	2061538	2061566	nac	hns	b1237	nac
H-NS	2061793	2061818	nac	hns	b1237	nac
H-NS	2062045	2062053	nac	hns	b1237	nac
H-NS	782576	782585	nadA	hns	b1237	nadA-pnuC
H-NS	2710221	2710251	nadB	hns	b1237	nadB
H-NS	2751521	2751550	nadK	hns	b1237	nadK
H-NS	2751644	2751670	nadK	hns	b1237	nadK
H-NS	4628204	4628213	nadR	hns	b1237	
H-NS	701885	701893	nagA	hns	b1237	
H-NS	703109	703129	nagB	hns	b1237	nagBAC-umpH
H-NS	703176	703206	nagB	hns	b1237	nagBAC-umpH
H-NS	703301	703332	nagB	hns	b1237	nagBAC-umpH
H-NS	703631	703659	nagB	hns	b1237	nagBAC-umpH
H-NS	1179225	1179254	nagK	hns	b1237	nagK-cobB
H-NS	3372829	3372854	nanA	hns	b1237	nanATEK-yhcH
H-NS	3372888	3372917	nanA	hns	b1237	nanATEK-yhcH
H-NS	4539536	4539562	nanC	hns	b1237	nanCMS
H-NS	4539564	4539589	nanC	hns	b1237	nanCMS
H-NS	4539700	4539735	nanC	hns	b1237	nanCMS
H-NS	3373825	3373847	nanR	hns	b1237	nanR
H-NS	3373934	3373961	nanR	hns	b1237	nanR
H-NS	3374012	3374041	nanR	hns	b1237	nanR
H-NS	4537253	4537282	nanS	hns	b1237	
H-NS	3372156	3372167	nanT	hns	b1237	
H-NS	2303331	2303358	napF	hns	b1237	napFDAGHBC-ccmABCDEFGH
H-NS	2303344	2303351	napF	hns	b1237	napFDAGHBC-ccmABCDEFGH
H-NS	1279662	1279677	narG	hns	b1237	narGHJI
H-NS	1277791	1277818	narK	hns	b1237	narK
H-NS	1277891	1277898	narK	hns	b1237	narK
H-NS	1278172	1278177	narK	hns	b1237	narK
H-NS	2290526	2290555	narP	hns	b1237	narP
H-NS	2586257	2586286	narQ	hns	b1237	narQ
H-NS	1543074	1543103	narU	hns	b1237	narU
H-NS	1544336	1544345	narU	hns	b1237	narU
H-NS	1276403	1276433	narX	hns	b1237	narXL
H-NS	1276796	1276815	narX	hns	b1237	narXL
H-NS	1538176	1538184	narY	hns	b1237	
H-NS	1538204	1538235	narY	hns	b1237	
H-NS	1539307	1539337	narZ	hns	b1237	narZYWV
H-NS	1542248	1542278	narZ	hns	b1237	narZYWV
H-NS	1165794	1165824	ndh	hns	b1237	ndh
H-NS	1166006	1166036	ndh	hns	b1237	ndh
H-NS	1166148	1166175	ndh	hns	b1237	ndh
H-NS	746102	746120	nei	hns	b1237	
H-NS	3841455	3841488	nepI	hns	b1237	nepI
H-NS	4199288	4199319	nfi	hns	b1237	
H-NS	4199298	4199312	nfi	hns	b1237	
H-NS	590118	590126	nfrA	hns	b1237	
H-NS	590774	590802	nfrA	hns	b1237	
H-NS	591119	591142	nfrB	hns	b1237	nfrBA
H-NS	591337	591347	nfrB	hns	b1237	nfrBA
H-NS	591675	591705	nfrB	hns	b1237	nfrBA
H-NS	891327	891336	nfsA	hns	b1237	
H-NS	3545659	3545690	nfuA	hns	b1237	
H-NS	17269	17297	nhaA	hns	b1237	nhaAR
H-NS	17644	17675	nhaA	hns	b1237	nhaAR
H-NS	18730	18742	nhaR	hns	b1237	
H-NS	3614553	3614578	nikA	hns	b1237	nikABCDER
H-NS	3615009	3615022	nikA	hns	b1237	nikABCDER
H-NS	3493901	3493914	nirB	hns	b1237	nirBDC-cysG
H-NS	3497479	3497508	nirC	hns	b1237	
H-NS	3497795	3497828	nirC	hns	b1237	
H-NS	3496753	3496785	nirD	hns	b1237	
H-NS	1792373	1792403	nlpC	hns	b1237	nlpC
H-NS	1792775	1792801	nlpC	hns	b1237	nlpC
H-NS	2868763	2868779	nlpD	hns	b1237	nlpD-rpoS
H-NS	576916	576942	nmpC_1	hns	b1237	
H-NS	576995	577004	nmpC_1	hns	b1237	
H-NS	577069	577096	nmpC_1	hns	b1237	
H-NS	1637496	1637520	nohQ	hns	b1237	
H-NS	2832242	2832270	norR	hns	b1237	norR
H-NS	2832383	2832391	norV	hns	b1237	norVW
H-NS	2832512	2832534	norV	hns	b1237	norVW
H-NS	3347980	3347987	npr	hns	b1237	
H-NS	2347589	2347619	nrdB	hns	b1237	
H-NS	4462842	4462874	nrdD	hns	b1237	nrdDG
H-NS	4462978	4463008	nrdD	hns	b1237	nrdDG
H-NS	2803897	2803928	nrdF	hns	b1237	
H-NS	2804117	2804128	nrdF	hns	b1237	
H-NS	2804291	2804320	nrdF	hns	b1237	
H-NS	4459987	4460012	nrdG	hns	b1237	
H-NS	4460003	4460021	nrdG	hns	b1237	
H-NS	4287670	4287698	nrfA	hns	b1237	nrfABCDEFG
H-NS	4288766	4288796	nrfA	hns	b1237	nrfABCDEFG
H-NS	4288783	4288811	nrfA	hns	b1237	nrfABCDEFG
H-NS	4289884	4289897	nrfC	hns	b1237	
H-NS	4290528	4290541	nrfD	hns	b1237	
H-NS	4406566	4406590	nsrR	hns	b1237	nsrR-rnr-rlmB-yjfIJ
H-NS	4190651	4190682	nudC	hns	b1237	nudC-hemE-nfi
H-NS	3526273	3526299	nudE	hns	b1237	nudE
H-NS	3526280	3526316	nudE	hns	b1237	nudE
H-NS	2405424	2405451	nuoA	hns	b1237	nuoABCEFGHIJKLMN
H-NS	2405560	2405569	nuoA	hns	b1237	nuoABCEFGHIJKLMN
H-NS	2396447	2396453	nuoI	hns	b1237	
H-NS	2513140	2513169	nupC	hns	b1237	nupC
H-NS	2513680	2513710	nupC	hns	b1237	nupC
H-NS	2253725	2253731	nupX	hns	b1237	nupX
H-NS	2253835	2253867	nupX	hns	b1237	nupX
H-NS	4177879	4177910	nusG	hns	b1237	
H-NS	3330969	3330998	obgE	hns	b1237	
H-NS	2167568	2167577	ogrK	hns	b1237	ogrK
H-NS	2312850	2312967	ompC	hns	b1237	ompC
H-NS	4064078	4064109	ompL	hns	b1237	ompL
H-NS	1436924	1436951	ompN	hns	b1237	
H-NS	1437005	1437031	ompN	hns	b1237	
H-NS	1437135	1437166	ompN	hns	b1237	
H-NS	1435837	1435865	ompN	hns	b1237	
H-NS	1436038	1436068	ompN	hns	b1237	
H-NS	3536530	3536552	ompR	hns	b1237	ompR-envZ
H-NS	584735	584743	ompT	hns	b1237	
H-NS	586011	586041	ompT	hns	b1237	
H-NS	586019	586047	ompT	hns	b1237	
H-NS	586027	586034	ompT	hns	b1237	
H-NS	4598312	4598329	opgB	hns	b1237	opgB
H-NS	1108685	1108713	opgC	hns	b1237	opgC
H-NS	1108943	1108969	opgC	hns	b1237	opgC
H-NS	1497598	1497628	opgD	hns	b1237	opgD
H-NS	851126	851151	opgE	hns	b1237	opgE
H-NS	1300790	1300805	oppA	hns	b1237	oppABCDF
H-NS	1302323	1302353	oppA	hns	b1237	oppABCDF
H-NS	1303406	1303435	oppB	hns	b1237	
H-NS	1304324	1304348	oppC	hns	b1237	
H-NS	4391604	4391633	orn	hns	b1237	orn
H-NS	1343510	1343537	osmB	hns	b1237	osmB
H-NS	1552106	1552115	osmC	hns	b1237	osmC
H-NS	1552284	1552293	osmC	hns	b1237	osmC
H-NS	1822259	1822288	osmE	hns	b1237	osmE
H-NS	2219512	2219517	osmF	hns	b1237	osmF-yehYXW
H-NS	4611042	4611070	osmY	hns	b1237	osmY
H-NS	1982344	1982371	otsB	hns	b1237	otsBA
H-NS	2491040	2491069	oxc	hns	b1237	
H-NS	2491250	2491277	oxc	hns	b1237	
H-NS	1455322	1455353	paaC	hns	b1237	
H-NS	1457045	1457076	paaE	hns	b1237	
H-NS	1460253	1460278	paaH	hns	b1237	
H-NS	1462267	1462299	paaK	hns	b1237	
H-NS	1462637	1462665	paaK	hns	b1237	
H-NS	1462645	1462659	paaK	hns	b1237	
H-NS	1463506	1463535	paaX	hns	b1237	paaXY
H-NS	1463920	1463928	paaX	hns	b1237	paaXY
H-NS	1464414	1464442	paaX	hns	b1237	paaXY
H-NS	1451719	1451751	paaZ	hns	b1237	paaZ
H-NS	656294	656306	pagP	hns	b1237	pagP
H-NS	656479	656513	pagP	hns	b1237	pagP
H-NS	656299	656306	pagP	hns	b1237	pagP
H-NS	656387	656416	pagP	hns	b1237	pagP
H-NS	149483	149515	panB	hns	b1237	panBC
H-NS	149489	149498	panB	hns	b1237	panBC
H-NS	148108	148132	panC	hns	b1237	
H-NS	443797	443805	panE	hns	b1237	panE-yajL
H-NS	444212	444243	panE	hns	b1237	panE-yajL
H-NS	3408778	3408808	panF	hns	b1237	
H-NS	3597802	3597836	panM	hns	b1237	
H-NS	3219398	3219418	patA	hns	b1237	patA
H-NS	2993861	2993869	pbl_1	hns	b1237	
H-NS	2993965	2993998	pbl_1	hns	b1237	
H-NS	2994097	2994133	pbl_1	hns	b1237	
H-NS	2994328	2994349	pbl_1	hns	b1237	
H-NS	2869160	2869172	pcm	hns	b1237	
H-NS	1717712	1717736	pdxH	hns	b1237	pdxH-tyrS-pdxY
H-NS	2537207	2537229	pdxK	hns	b1237	pdxK
H-NS	2538571	2538579	pdxK	hns	b1237	pdxK
H-NS	4230177	4230201	pepE	hns	b1237	pepE
H-NS	984377	984405	pepN	hns	b1237	pepN
H-NS	993221	993251	pepN	hns	b1237	pepN
H-NS	3054469	3054499	pepP	hns	b1237	
H-NS	3054573	3054603	pepP	hns	b1237	
H-NS	1186119	1186147	pepT	hns	b1237	pepT
H-NS	1186272	1186296	pepT	hns	b1237	pepT
H-NS	269269	269296	perR	hns	b1237	perR
H-NS	269682	269711	perR	hns	b1237	perR
H-NS	4146954	4146977	pflC	hns	b1237	
H-NS	4144134	4144165	pflD	hns	b1237	pflDC
H-NS	4144252	4144281	pflD	hns	b1237	pflDC
H-NS	4145086	4145113	pflD	hns	b1237	pflDC
H-NS	4145302	4145331	pflD	hns	b1237	pflDC
H-NS	1090126	1090134	pgaA	hns	b1237	pgaABCD
H-NS	1092348	1092365	pgaA	hns	b1237	pgaABCD
H-NS	1089693	1089700	pgaB	hns	b1237	
H-NS	4233668	4233698	pgi	hns	b1237	pgi
H-NS	4233989	4234018	pgi	hns	b1237	pgi
H-NS	3072372	3072397	pgk	hns	b1237	
H-NS	3072378	3072386	pgk	hns	b1237	
H-NS	799151	799159	pgl	hns	b1237	pgl
H-NS	1339287	1339315	pgpB	hns	b1237	pgpB
H-NS	1992748	1992758	pgsA	hns	b1237	pgsA
H-NS	1799325	1799350	pheM	hns	b1237	
H-NS	602027	602054	pheP	hns	b1237	pheP
H-NS	602716	602740	pheP	hns	b1237	pheP
H-NS	1795732	1795758	pheT	hns	b1237	
H-NS	1795851	1795878	pheT	hns	b1237	
H-NS	1796092	1796120	pheT	hns	b1237	
H-NS	4324405	4324433	phnC	hns	b1237	phnCDE_1E_2FGHIJKLMNOP
H-NS	4323947	4323976	phnD	hns	b1237	
H-NS	4324130	4324160	phnD	hns	b1237	
H-NS	4324238	4324267	phnD	hns	b1237	
H-NS	4315908	4315938	phnN	hns	b1237	
H-NS	401660	401668	phoA	hns	b1237	phoA-psiF
H-NS	259571	259600	phoE	hns	b1237	phoE
H-NS	262883	262912	phoE	hns	b1237	phoE
H-NS	262936	262948	phoE	hns	b1237	phoE
H-NS	263060	263083	phoE	hns	b1237	phoE
H-NS	1084788	1084817	phoH	hns	b1237	phoH
H-NS	1085606	1085634	phoH	hns	b1237	phoH
H-NS	1189581	1189589	phoQ	hns	b1237	
H-NS	418767	418777	phoR	hns	b1237	
H-NS	740327	740350	phr	hns	b1237	
H-NS	2783330	2783363	pinH	hns	b1237	pinH
H-NS	2783472	2783502	pinH	hns	b1237	pinH
H-NS	1633332	1633360	pinQ	hns	b1237	pinQ
H-NS	1633459	1633496	pinQ	hns	b1237	pinQ
H-NS	1433830	1433854	pinR	hns	b1237	pinR
H-NS	1433908	1433933	pinR	hns	b1237	pinR
H-NS	3637603	3637632	pitA	hns	b1237	pitA
H-NS	3136275	3136315	pitB	hns	b1237	pitB
H-NS	3136336	3136364	pitB	hns	b1237	pitB
H-NS	3136415	3136465	pitB	hns	b1237	pitB
H-NS	3136507	3136531	pitB	hns	b1237	pitB
H-NS	3136608	3136627	pitB	hns	b1237	pitB
H-NS	4009159	4009188	pldB	hns	b1237	pldB-yigL
H-NS	4010190	4010217	pldB	hns	b1237	pldB-yigL
H-NS	3163431	3163458	plsC	hns	b1237	plsC
H-NS	3163579	3163603	plsC	hns	b1237	plsC
H-NS	2373476	2373505	pmrD	hns	b1237	pmrD
H-NS	2373538	2373568	pmrD	hns	b1237	pmrD
H-NS	1675028	1675060	pntB	hns	b1237	
H-NS	1675036	1675044	pntB	hns	b1237	
H-NS	783699	783726	pnuC	hns	b1237	
H-NS	4046863	4046887	polA	hns	b1237	polA
H-NS	4048737	4048758	polA	hns	b1237	polA
H-NS	4048744	4048751	polA	hns	b1237	polA
H-NS	64018	64047	polB	hns	b1237	polB
H-NS	1185371	1185399	potA	hns	b1237	potABCD
H-NS	1182552	1182574	potD	hns	b1237	
H-NS	894343	894372	potF	hns	b1237	potFGHI
H-NS	896239	896267	potH	hns	b1237	
H-NS	896249	896279	potH	hns	b1237	
H-NS	896580	896619	potH	hns	b1237	
H-NS	896745	896754	potH	hns	b1237	
H-NS	909661	909691	poxB	hns	b1237	
H-NS	910288	910317	poxB	hns	b1237	
H-NS	1922485	1922509	pphA	hns	b1237	pphA
H-NS	3491746	3491778	ppiA	hns	b1237	ppiA
H-NS	554290	554319	ppiB	hns	b1237	ppiB-lpxH
H-NS	3959761	3959793	ppiC	hns	b1237	ppiC
H-NS	2623451	2623469	ppk	hns	b1237	ppk-ppx
H-NS	2623611	2623647	ppk	hns	b1237	ppk-ppx
H-NS	1785081	1785104	ppsA	hns	b1237	ppsA
H-NS	1785455	1785462	ppsA	hns	b1237	ppsA
H-NS	1787120	1787148	ppsA	hns	b1237	ppsA
H-NS	1013033	1013060	pqiA	hns	b1237	pqiABC
H-NS	1014318	1014345	pqiB	hns	b1237	
H-NS	1015103	1015129	pqiC	hns	b1237	
H-NS	1572750	1572762	pqqL	hns	b1237	pqqL
H-NS	1912800	1912831	prc	hns	b1237	
H-NS	2234355	2234364	preT	hns	b1237	preTA
H-NS	3035294	3035303	prfB_2	hns	b1237	
H-NS	490699	490727	priC	hns	b1237	priC-ybaM
H-NS	3484477	3484489	prkB	hns	b1237	prkB
H-NS	3276883	3276913	prlF	hns	b1237	prlF-yhaV
H-NS	1266763	1266792	prmC	hns	b1237	
H-NS	1915516	1915544	proQ	hns	b1237	proQ-prc
H-NS	2806179	2806210	proW	hns	b1237	
H-NS	422162	422167	proY	hns	b1237	
H-NS	348591	348615	prpB	hns	b1237	prpBCDE
H-NS	348650	348679	prpB	hns	b1237	prpBCDE
H-NS	351221	351235	prpD	hns	b1237	
H-NS	4240531	4240561	psiE	hns	b1237	psiE
H-NS	1369623	1369654	pspE	hns	b1237	
H-NS	1366934	1366962	pspF	hns	b1237	pspF
H-NS	4262756	4262770	pspG	hns	b1237	pspG
H-NS	4262916	4262948	pspG	hns	b1237	pspG
H-NS	4263037	4263068	pspG	hns	b1237	pspG
H-NS	3911284	3911313	pstS	hns	b1237	pstSCAB-phoU
H-NS	3911498	3911532	pstS	hns	b1237	pstSCAB-phoU
H-NS	3911661	3911669	pstS	hns	b1237	pstSCAB-phoU
H-NS	3911798	3911825	pstS	hns	b1237	pstSCAB-phoU
H-NS	2259020	2259049	psuK	hns	b1237	psuKG
H-NS	2256891	2256921	psuT	hns	b1237	psuT
H-NS	1258006	1258021	pth	hns	b1237	pth-ychF
H-NS	1258629	1258659	pth	hns	b1237	pth-ychF
H-NS	2958141	2958167	ptrA	hns	b1237	ptrA-recBD
H-NS	2958908	2958936	ptrA	hns	b1237	ptrA-recBD
H-NS	1927496	1927524	ptrB	hns	b1237	ptrB
H-NS	2535396	2535404	ptsI	hns	b1237	
H-NS	3346583	3346610	ptsN	hns	b1237	
H-NS	2691659	2691688	purL	hns	b1237	purL
H-NS	1738060	1738090	purR	hns	b1237	purR
H-NS	1287760	1287783	purU	hns	b1237	purU
H-NS	1079621	1079642	putP	hns	b1237	putP
H-NS	1360784	1360791	puuA	hns	b1237	puuAP
H-NS	1365080	1365087	puuB	hns	b1237	
H-NS	1362795	1362823	puuC	hns	b1237	
H-NS	1005238	1005254	pyrD	hns	b1237	pyrD
H-NS	2909712	2909739	pyrG	hns	b1237	pyrG-eno
H-NS	2909823	2909853	pyrG	hns	b1237	pyrG-eno
H-NS	192435	192457	pyrH	hns	b1237	pyrH
H-NS	4471342	4471371	pyrI	hns	b1237	
H-NS	515770	515791	qmcA	hns	b1237	qmcA-ybbJ
H-NS	4433144	4433167	qorB	hns	b1237	qorB
H-NS	3170656	3170681	qseC	hns	b1237	
H-NS	2925383	2925413	queF	hns	b1237	queF
H-NS	2925519	2925548	queF	hns	b1237	queF
H-NS	1419790	1419821	racR	hns	b1237	racR
H-NS	1419895	1419927	racR	hns	b1237	racR
H-NS	60845	60862	rapA	hns	b1237	rapA-rluA
H-NS	61820	61851	rapA	hns	b1237	rapA-rluA
H-NS	63029	63059	rapA	hns	b1237	rapA-rluA
H-NS	63035	63043	rapA	hns	b1237	rapA-rluA
H-NS	4003321	4003353	rarD	hns	b1237	rarD
H-NS	4003526	4003555	rarD	hns	b1237	rarD
H-NS	2754366	2754395	ratA	hns	b1237	ratA-yfjF
H-NS	2754506	2754535	ratA	hns	b1237	ratA-yfjF
H-NS	3929957	3929985	ravA	hns	b1237	ravA-viaA
H-NS	3930401	3930430	ravA	hns	b1237	ravA-viaA
H-NS	247563	247589	rayT	hns	b1237	rayT
H-NS	247964	247976	rayT	hns	b1237	rayT
H-NS	3626878	3626886	rbbA	hns	b1237	
H-NS	3628502	3628531	rbbA	hns	b1237	
H-NS	3628710	3628741	rbbA	hns	b1237	
H-NS	3935063	3935089	rbsA	hns	b1237	
H-NS	3935168	3935200	rbsA	hns	b1237	
H-NS	3935259	3935269	rbsA	hns	b1237	
H-NS	3937133	3937158	rbsB	hns	b1237	
H-NS	3937270	3937305	rbsK	hns	b1237	
H-NS	3937881	3937908	rbsK	hns	b1237	
H-NS	3938705	3938729	rbsR	hns	b1237	
H-NS	887500	887512	rcdA	hns	b1237	rcdA
H-NS	887901	887929	rcdA	hns	b1237	rcdA
H-NS	318366	318405	rclB	hns	b1237	
H-NS	318481	318521	rclB	hns	b1237	
H-NS	2023817	2023845	rcsA	hns	b1237	rcsA
H-NS	2023946	2023976	rcsA	hns	b1237	rcsA
H-NS	2024056	2024063	rcsA	hns	b1237	rcsA
